"","CN","PLT_CN","PREV_SIT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","CONDID","TREE","SPCD","DIA","HT","AGEDIA","SPGRPCD","SITREE","SIBASE","SUBP","AZIMUTH","DIST","METHOD","SITREE_EST","VALIDCD","CYCLE","SUBCYCLE","AGECHKCD_RMRS","AGE_DETERMINATION_METHOD_PNWRS","CCLCD_RMRS","DAMAGE_AGENT_CD1_RMRS","DAMAGE_AGENT_CD2_RMRS","DAMAGE_AGENT_CD3_RMRS","SIBASE_AGE_PNWRS","SITETRCD_RMRS","SITE_AGE_TREE_STATUS_PNWRS","SITE_AGE_TREE_TYPE_PNWRS","SITE_TREE_METHOD_PNWRS","SITREE_EQU_NO_PNWRS","TREECLCD_RMRS","TREE_ACT_RMRS","YEAR_AGE_TAKEN","SIEQN_REF_CD","SITREE_FVS","SIBASE_FVS","SIEQN_REF_CD_FVS"
"9272",65954999010661,65954995010661,NA,2002,27,1,31,29165,1,1,746,10.5,57,45,37,58,50,4,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9273",65867671010661,65867663010661,NA,2002,27,3,55,20004,2,1,746,11.2,69,57,37,62,50,4,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9274",65867669010661,65867663010661,NA,2002,27,3,55,20004,1,1,746,11.2,69,57,37,62,50,4,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9275",65870464010661,65870457010661,NA,2002,27,2,57,20123,1,2,746,5.8,58,34,37,68,50,1,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9276",65870463010661,65870457010661,NA,2002,27,2,57,20123,1,1,746,5.2,55,35,37,64,50,1,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9277",65870717010661,65870712010661,NA,2002,27,2,57,20149,1,2,746,10.2,70,44,37,72,50,4,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9278",65870716010661,65870712010661,NA,2002,27,2,57,20149,1,1,746,9.2,76,42,37,80,50,4,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9279",65871330010661,65871325010661,NA,2002,27,2,57,20009,1,2,746,11.4,54,58,37,47,50,2,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9280",65871329010661,65871325010661,NA,2002,27,2,57,20009,1,1,746,12.3,60,78,37,45,50,2,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9281",177959485020004,65871325010661,NA,2002,27,2,57,20009,1,3,746,5.3,50,19,37,83,50,1,NA,NA,2,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9282",65872063010661,65872056010661,NA,2002,27,2,57,20072,1,2,746,6,65,26,37,87,50,1,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9283",65872062010661,65872056010661,NA,2002,27,2,57,20072,1,1,746,6.1,62,26,37,83,50,1,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9284",65872621010661,65872616010661,NA,2002,27,2,57,20514,1,2,746,10.4,80,52,37,76,50,1,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9285",66000963010661,66000956010661,NA,2002,27,3,153,20286,1,4,746,6,53,30,37,67,50,1,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9286",66000962010661,66000956010661,NA,2002,27,3,153,20286,1,3,746,5.3,48,31,37,61,50,1,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9287",177959457020004,65945493010661,NA,2002,27,2,21,29117,1,4,746,4.9,36,16,37,73,50,1,NA,NA,2,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9288",66023731010661,66023726010661,NA,2002,27,1,137,26674,1,2,746,7,46,38,37,52,50,2,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9289",66023730010661,66023726010661,NA,2002,27,1,137,26674,1,1,746,5.8,48,36,37,55,50,2,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9290",66025291010661,66025284010661,NA,2002,27,1,137,27583,2,2,12,10.9,60,66,6,46,50,3,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9291",66026114010661,66026108010661,NA,2002,27,1,137,28734,1,2,746,4.7,41,20,37,70,50,2,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9292",66026112010661,66026108010661,NA,2002,27,1,137,28734,1,1,746,4.3,38,21,37,64,50,2,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9293",65942172010661,65942164010661,NA,2002,27,2,21,21087,2,2,746,12.2,90,70,37,76,50,1,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9294",65942171010661,65942164010661,NA,2002,27,2,21,21087,1,2,746,12.2,90,70,37,76,50,1,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9295",65942170010661,65942164010661,NA,2002,27,2,21,21087,1,1,746,11.5,94,67,37,81,50,1,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9296",68719977010661,68719972010661,NA,2003,27,1,137,26975,1,2,746,7.9,65,36,37,74,50,1,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9297",68719976010661,68719972010661,NA,2003,27,1,137,26975,1,1,746,7.8,61,36,37,69,50,4,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9298",68723726010661,68723719010661,NA,2003,27,1,137,26213,1,1,746,9.8,66,68,37,54,50,3,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9299",68729130010661,68729116010661,NA,2003,27,1,137,25161,1,2,746,9.2,70,40,37,75,50,2,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9300",68729129010661,68729116010661,NA,2003,27,1,137,25161,1,1,746,9,64,42,37,67,50,2,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9301",68730186010661,68730176010661,NA,2003,27,1,137,26838,2,2,746,9.7,66,52,37,62,50,2,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9302",68730185010661,68730176010661,NA,2003,27,1,137,26838,2,1,746,13.7,80,49,37,78,50,1,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9303",68730184010661,68730176010661,NA,2003,27,1,137,26838,1,2,746,9.7,66,52,37,62,50,2,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9304",68730183010661,68730176010661,NA,2003,27,1,137,26838,1,1,746,13.7,80,49,37,78,50,1,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9305",68654103010661,68654097010661,NA,2003,27,2,21,20297,2,1,746,NA,NA,NA,37,63,50,NA,NA,NA,3,63,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9306",68877146010661,68877142010661,NA,2003,27,2,7,21172,1,1,746,NA,NA,NA,37,63,50,NA,NA,NA,3,63,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9307",68644977010661,68644970010661,NA,2003,27,1,17,20102,1,2,746,8.7,41,32,37,52,50,4,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9308",68644976010661,68644970010661,NA,2003,27,1,17,20102,1,1,746,8.1,41,31,37,53,50,4,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9309",68645395010661,68645390010661,NA,2003,27,1,17,20090,1,2,746,11.3,66,54,37,61,50,4,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9310",68645394010661,68645390010661,NA,2003,27,1,17,20090,1,1,746,10.1,72,34,37,84,50,1,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9311",68877841010661,68877832010661,NA,2003,27,2,7,21131,2,4,746,5.8,50,21,37,78,50,3,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9312",68877840010661,68877832010661,NA,2003,27,2,7,21131,2,3,746,5.2,47,20,37,77,50,3,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9313",68674665010661,68674660010661,NA,2003,27,1,31,21108,1,2,746,15.6,69,70,37,56,50,4,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9314",68674664010661,68674660010661,NA,2003,27,1,31,21108,1,1,746,8,68,65,37,57,50,1,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9315",68867652010661,68867646010661,NA,2003,27,2,5,20463,1,1,746,6,52,33,37,63,50,4,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9316",68880773010661,68880766010661,NA,2003,27,2,7,20821,1,2,746,6.6,62,30,37,77,50,4,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9317",68880772010661,68880766010661,NA,2003,27,2,7,20821,1,1,746,7,63,35,37,73,50,4,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9318",68868379010661,68868372010661,NA,2003,27,2,5,20328,1,2,746,6.6,62,27,37,82,50,1,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9319",68868378010661,68868372010661,NA,2003,27,2,5,20328,1,1,746,8.1,64,32,37,77,50,1,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9320",68883823010661,68883819010661,NA,2003,27,2,7,21277,1,1,746,NA,NA,NA,37,63,50,NA,NA,NA,3,63,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9321",68765188010661,68765183010661,NA,2003,27,1,75,24126,1,2,746,10.7,78,73,37,63,50,1,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9322",68765187010661,68765183010661,NA,2003,27,1,75,24126,1,1,746,12.3,80,64,37,69,50,3,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9323",68665834010661,68665827010661,NA,2003,27,2,29,20573,1,2,746,12.7,82,50,37,80,50,3,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9324",68665833010661,68665827010661,NA,2003,27,2,29,20573,1,1,746,12.2,78,53,37,73,50,3,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9325",68663356010661,68663350010661,NA,2003,27,2,29,20132,1,1,746,NA,NA,NA,37,63,50,NA,NA,NA,3,63,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9326",68678087010661,68678083010661,NA,2003,27,2,35,20589,1,1,746,NA,NA,NA,37,63,50,NA,NA,NA,3,63,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9327",68778645010661,68778636010661,NA,2003,27,2,77,20646,1,1,746,11.1,56,48,37,55,50,3,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9328",68799308010661,68799303010661,NA,2003,27,2,61,20876,1,2,12,5.4,47,20,6,78,50,3,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9329",68822341010661,68822336010661,NA,2003,27,1,71,22403,1,2,746,9.6,52,62,37,44,50,4,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9330",68822340010661,68822336010661,NA,2003,27,1,71,22403,1,1,746,8.4,50,63,37,42,50,4,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9331",68668820010661,68668815010661,NA,2003,27,1,31,29034,1,2,746,10.7,70,39,37,76,50,3,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9332",68668819010661,68668815010661,NA,2003,27,1,31,29034,1,1,746,12.8,85,55,37,79,50,3,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9333",68672269010661,68672264010661,NA,2003,27,1,31,29073,1,2,12,10.2,12,59,6,9,50,1,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9334",68672268010661,68672264010661,NA,2003,27,1,31,29073,1,1,12,8.6,16,65,6,11,50,1,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9335",68889904010661,68889899010661,NA,2003,27,3,95,20206,1,2,746,11.9,67,50,37,64,50,3,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9336",68889903010661,68889899010661,NA,2003,27,3,95,20206,1,1,746,12.5,72,49,37,70,50,2,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9337",65878432010661,65878427010661,NA,2002,27,4,113,20342,1,2,746,8,72,44,37,74,50,1,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9338",65878431010661,65878427010661,NA,2002,27,4,113,20342,1,1,746,8.4,64,42,37,67,50,1,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9339",65879487010661,65879480010661,NA,2002,27,3,115,20274,1,2,746,13.3,67,51,37,64,50,1,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9340",65879486010661,65879480010661,NA,2002,27,3,115,20274,1,1,746,10.4,61,34,37,71,50,1,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9341",65881554010661,65881549010661,NA,2002,27,3,115,20187,1,2,746,11.8,72,58,37,64,50,4,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9342",65988383010661,65988375010661,NA,2002,27,2,1,20031,1,2,746,5.1,33,23,37,55,50,1,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9343",65988381010661,65988375010661,NA,2002,27,2,1,20031,1,1,746,3.9,29,21,37,54,50,1,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9344",65931911010661,65931904010661,NA,2002,27,1,17,20118,1,4,746,8.7,70,61,37,61,50,4,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9345",65931910010661,65931904010661,NA,2002,27,1,17,20118,1,3,746,9.3,75,66,37,63,50,3,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9346",65934776010661,65934771010661,NA,2002,27,1,17,20328,1,2,746,11.5,65,47,37,64,50,3,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9347",65934775010661,65934771010661,NA,2002,27,1,17,20328,1,1,746,10,67,56,37,61,50,1,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9348",68743224010661,68743219010661,NA,2003,27,3,115,20219,1,2,746,10.4,59,48,37,57,50,1,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9349",68743223010661,68743219010661,NA,2003,27,3,115,20219,1,1,746,11.7,63,48,37,61,50,1,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9350",68743568010661,68743562010661,NA,2003,27,3,115,20070,1,2,746,10.4,78,43,37,81,50,3,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9351",68743567010661,68743562010661,NA,2003,27,3,115,20070,1,1,746,8.6,65,41,37,69,50,1,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9352",68787598010661,68787582010661,NA,2003,27,2,87,20153,2,43,746,NA,52,28,37,69,50,NA,NA,NA,2,NA,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9353",68787596010661,68787582010661,NA,2003,27,2,87,20153,2,42,746,NA,53,33,37,64,50,NA,NA,NA,2,NA,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9354",68787594010661,68787582010661,NA,2003,27,2,87,20153,2,41,746,NA,53,29,37,69,50,NA,NA,NA,2,NA,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9355",68789293010661,68789287010661,NA,2003,27,4,89,20852,1,1,746,7.4,44,46,37,44,50,3,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9356",68789294010661,68789287010661,NA,2003,27,4,89,20852,1,2,746,9.7,48,43,37,50,50,3,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9357",68847415010661,68847409010661,NA,2003,27,2,57,20303,1,1,12,6.2,45,21,6,72,50,1,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9358",68800491010661,68800482010661,NA,2003,27,2,61,20137,2,2,746,6.3,50,28,37,67,50,4,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9359",68800490010661,68800482010661,NA,2003,27,2,61,20137,2,1,746,7.4,53,28,37,70,50,4,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9360",65923135010661,65923128010661,NA,2002,27,1,71,23085,2,41,746,NA,60,47,37,59,50,NA,NA,NA,2,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9361",65923134010661,65923128010661,NA,2002,27,1,71,23085,1,41,746,NA,60,47,37,59,50,NA,NA,NA,2,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9362",65895756010661,65895747010661,NA,2002,27,2,61,20449,2,2,12,8.4,49,31,6,58,50,1,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9363",65895755010661,65895747010661,NA,2002,27,2,61,20449,2,1,12,10,68,47,6,63,50,4,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9364",65895754010661,65895747010661,NA,2002,27,2,61,20449,1,2,12,8.4,49,31,6,58,50,1,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9365",65895753010661,65895747010661,NA,2002,27,2,61,20449,1,1,12,10,68,47,6,63,50,4,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9366",65898349010661,65898339010661,NA,2002,27,2,61,20826,2,3,12,8.2,57,43,6,55,50,1,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9367",65898348010661,65898339010661,NA,2002,27,2,61,20826,2,2,12,9.4,54,43,6,52,50,3,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9368",65898346010661,65898339010661,NA,2002,27,2,61,20826,1,3,12,8.2,57,43,6,55,50,1,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9369",65898345010661,65898339010661,NA,2002,27,2,61,20826,1,2,12,9.4,54,43,6,52,50,3,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9370",65899237010661,65899232010661,NA,2002,27,2,61,20549,1,42,746,NA,71,55,37,65,50,NA,NA,NA,2,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9371",65899236010661,65899232010661,NA,2002,27,2,61,20549,1,41,746,NA,78,60,37,69,50,NA,NA,NA,2,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9372",65925354010661,65925349010661,NA,2002,27,1,71,23212,1,2,746,8.3,40,50,37,38,50,1,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9373",65908655010661,65908651010661,NA,2002,27,3,65,20095,1,2,746,4.5,37,20,37,65,50,1,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9374",66061779010661,66061770010661,NA,2002,27,1,75,20321,2,4,746,10.3,75,59,37,67,50,4,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9375",66061778010661,66061770010661,NA,2002,27,1,75,20321,2,3,746,9.8,75,68,37,62,50,4,NA,NA,1,NA,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9376",68848059010661,68848054010661,NA,2003,27,2,57,20481,1,2,746,7.9,47,39,37,52,50,2,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9377",68848058010661,68848054010661,NA,2003,27,2,57,20481,1,1,746,8.1,57,35,37,66,50,2,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9378",68819373010661,68819368010661,NA,2003,27,1,71,23364,1,2,12,11.5,61,64,6,48,50,2,NA,NA,1,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
